codes,video_url,title,creator,min_year,max_year,focus,watch_prompt,after_watching,source_url,review_note
AC9M6N05,https://www.youtube.com/watch?v=5juto2ze8Lg,Adding and Subtracting Fractions,Math Antics,6,6,Add and subtract fractions by expressing them with a common denominator.,Why do the denominators need to match before the numerators can be added?,Find 2/3 + 1/4 and 3/4 - 1/3. Show equivalent fractions and check whether each answer is reasonable.,https://mathantics.com/lesson/adding-and-subtracting-fractions,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official creator lesson page and its Watch on YouTube anchor checked; concept identified from lesson title and description. No full playback review. Creator places most material in Years 3–8. The video includes broader fraction arithmetic; Year 5 tasks here stay with same or related denominators."
AC9M6N06,https://www.youtube.com/watch?v=qJB19dAZPpY,Multiply and Divide by Powers of 10,Math Antics,6,6,Explain multiplication and division by powers of ten through place-value changes.,What happens to the value of each digit when a number is multiplied by 100?,"Calculate 3.24 × 100 and 324 ÷ 1000. Explain the place-value changes, then find 3.24 × 200.",https://mathantics.com/extra/multiply-and-divide-by-powers-of-10,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9M6N07,https://www.youtube.com/watch?v=rR95Cbcjzus,Finding a Percent of a Number,Math Antics,6,6,Calculate a percentage of a quantity and apply it to a familiar discount.,How can a percentage be written as a fraction or decimal to help calculate a part?,"Find 25% of $80, then the price after a 25% discount. Explain why the discount amount and sale price differ.",https://www.youtube.com/watch?v=rR95Cbcjzus,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9M6N08,https://www.youtube.com/watch?v=fd-E18EqSVk,Rounding,Math Antics,6,6,Use rounding as one strategy for estimating rational-number calculations.,How does the chosen rounding place affect the usefulness of an estimate?,"Estimate the total of $19.85, $10.20 and $4.95 before calculating it. State whether your estimate is likely to be high or low.",https://www.youtube.com/watch?v=fd-E18EqSVk,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9M6N09,https://www.youtube.com/watch?v=rR95Cbcjzus,Finding a Percent of a Number,Math Antics,6,6,Practise the percentage calculation that can form part of a practical model; planning and interpreting the model remain in the lesson.,Which quantity is the whole when a percentage is calculated?,"Plan the cost of four $30 tickets with a 10% group discount and a $6 booking fee. Write the operations, solve and explain your assumptions.",https://www.youtube.com/watch?v=rR95Cbcjzus,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9M6A01,https://www.youtube.com/watch?v=vV7C7bXm4VI,Number Patterns,Math Antics,6,6,Identify and explain a rule connecting the terms of a number pattern.,How can you test that a proposed rule works for every term shown?,"Write the next three terms of 1.5, 2.25, 3, 3.75. Explain the rule and represent the growth in a drawing.",https://www.youtube.com/watch?v=vV7C7bXm4VI,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9M6A02,https://www.youtube.com/watch?v=-rxUip6Ulnw,Evaluating Expressions With and Without Parentheses,Khan Academy,6,6,Use grouping symbols to work out an expression before solving an equation with a missing value.,How do brackets change the order in which calculations are completed?,Find the missing value in 4 × (□ + 3) = 28. Show how you can check the answer by evaluating the bracket first.,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-algebraic-thinking/imp-writing-expressions/v/evaluating-an-expression-with-and-without-parentheses,2026-09-08: Primary creator identity and learning-focus screening. Supplement selected for the stated Year 6 component; no full audiovisual review claimed. Official creator/title/embed metadata confirmed by YouTube oEmbed. The video supports grouping; the follow-up applies it to an unknown value.
AC9M6A03,https://www.youtube.com/watch?v=vV7C7bXm4VI,Number Patterns,Math Antics,6,6,Recognise repeated rules before describing them as a sequence of algorithm steps.,Which repeated action generates the next term?,"Write steps that start at 0.5, add 0.5 each time and stop when the result exceeds 4. Identify the decision and explain the resulting pattern.",https://www.youtube.com/watch?v=vV7C7bXm4VI,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9M6M01,https://www.youtube.com/watch?v=ZNX-a-5jGeM,Introduction to the Metric System,Math Antics,6,6,Connect metric prefixes with conversions between everyday measurement units.,What stays the same when a measurement changes from metres to centimetres?,"Convert 2.35 m to centimetres, 1.4 kg to grams and 750 mL to litres. Explain why the numbers change.",https://mathantics.com/lesson/intro-to-the-metric-system,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official creator lesson page and its Watch on YouTube anchor checked; concept identified from lesson title and description. No full playback review. Creator places most material in Years 3–8. "
AC9M6M02,https://www.youtube.com/watch?v=xCdxURXMdFY,Area,Math Antics,6,6,Connect square-unit arrays with the area of a rectangle.,Why does multiplying the number of rows by the number of squares in each row give area?,Draw a 7 m by 4 m rectangular garden. Explain why its area is 28 square metres and how the formula follows from counting rows.,https://mathantics.com/lesson/area,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9M6M03,https://www.youtube.com/watch?v=wruNqZeXckE,How Do You Read Timetables?,Twinkl Educational Publishing,6,6,Read a timetable and connect departure and arrival times to a journey.,Which row and column do you need to find the next suitable service?,Create a three-stop bus timetable. Plan a journey arriving before 10:30 and calculate both travel time and any waiting time.,https://www.youtube.com/watch?v=wruNqZeXckE,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. Official KS2 concept video. The linked video is free playback; paid Twinkl resources are not required.
AC9M6M04,https://www.youtube.com/watch?v=vAlazPPFlyY,"Vertical, Adjacent and Linearly Paired Angles",Khan Academy,6,6,Use the relationships between opposite angles and angles on a straight line.,Why are vertically opposite angles equal when two lines intersect?,Two lines cross and one angle is 68°. Find the other three angles and justify each using an angle relationship.,https://www.youtube.com/watch?v=vAlazPPFlyY,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. The US phrase “vertical angles” means vertically opposite angles; “linear pair” describes adjacent angles on a straight line.
AC9M6SP01,https://www.youtube.com/watch?v=U1FaFr_mqLU,Cross Sections of 3D Shapes,Math Defined,6,6,Visualise the two-dimensional shape produced by a flat cut through a solid.,How does changing the direction of a cut change the cross-section?,Sketch three parallel cross-sections perpendicular to the length of a triangular prism. Explain what stays the same.,https://www.youtube.com/watch?v=U1FaFr_mqLU,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. Grade 7.G.A.3 topic matches the spatial idea in this Year 6 code; no volume calculation is required by the follow-up.
AC9M6SP02,https://www.youtube.com/watch?v=9Uc62CuQjc4,Graphing on the Coordinate Plane,Math Antics,6,6,Locate ordered pairs in all four quadrants of the Cartesian plane.,How do the signs of the coordinates identify the quadrant?,"Plot A(-3,2), B(3,2), C(3,-2) and D(-3,-2). Describe the changes from A to B and B to C.",https://www.youtube.com/watch?v=9Uc62CuQjc4,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9M6SP03,https://www.youtube.com/watch?v=pQ3vsT3HGMY,Tessellations,Corbettmaths,6,6,Recognise how repeated shapes cover a surface without gaps or overlaps.,What must happen around each meeting point for a tessellation to work?,"Use a triangle cut from paper to make a tessellation. Describe where you translate, turn or reflect the shape.",https://corbettmaths.com/2012/08/02/tessellations-video/,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. Creator page directly embeds this ID. Use the geometric covering idea; software use is supplied by the written lesson.
AC9M6ST01,https://www.youtube.com/watch?v=hcgThf5mv38,Data and Graphs,Math Antics,6,6,Use labelled data displays to make comparisons; extend the ideas to comparing two distributions in the lesson.,How do labels and scale help you compare groups fairly?,"Make dot plots for A: 2,2,3,4,7 and B: 1,3,3,5,6. Compare their modes, ranges and shapes.",https://mathantics.com/lesson/data-and-graphs,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official creator lesson page and its Watch on YouTube anchor checked; concept identified from lesson title and description. No full playback review. Creator places most material in Years 3–8. Partial support: data displays. Does not replace the lesson’s nominal/ordinal distinctions or spreadsheet procedures."
AC9M6ST02,https://www.youtube.com/watch?v=gs-OPF3KEGU,Misleading Line Graphs,Khan Academy,6,6,Look critically at graph scales and the impression they create.,How can two accurate graphs of the same data appear to tell different stories?,"Draw the values 48%, 50% and 52% using two vertical scales. Explain which display exaggerates the change and how you would label it fairly.",https://www.khanacademy.org/math/statistics-probability/displaying-describing-data/more-on-data-displays/v/misleading-line-graphs,"2026-09-08: Primary creator identity and learning-focus screening. Supplement selected for the stated Year 6 component; no full audiovisual review claimed. Official creator/title/embed metadata confirmed by YouTube oEmbed. Discussion is about representation, not an allegation that data were invented."
AC9M6ST03,https://www.youtube.com/watch?v=hcgThf5mv38,Data and Graphs,Math Antics,6,6,Choose and label a graph that communicates data from a statistical question.,"What question can the displayed data answer, and what information is missing?","Ask a class question about travel to school. State whom you will survey, choose a suitable graph and explain one limitation.",https://mathantics.com/lesson/data-and-graphs,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official creator lesson page and its Watch on YouTube anchor checked; concept identified from lesson title and description. No full playback review. Creator places most material in Years 3–8. Partial support: data displays. Does not replace the lesson’s nominal/ordinal distinctions or spreadsheet procedures."
AC9M6P01,https://www.youtube.com/watch?v=KzfWUEJjG18,Basic Probability,Math Antics,6,6,Represent likelihood as a fraction and connect it to a probability scale.,Why must a probability fall between impossible and certain?,"A bag holds 3 red and 7 blue counters. Express the probability of red as a fraction, decimal and percentage, then place it on a 0-to-1 scale.",https://mathantics.com/lesson/basic-probability,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official creator lesson page and its Watch on YouTube anchor checked; concept identified from lesson title and description. No full playback review. Creator places most material in Years 3–8. Use the whole outcome list and equally-likely condition; numerical probability is supplementary to the Year 5 task."
AC9M6P02,https://www.youtube.com/watch?v=YP6y9KstyMM,What Is Experimental Probability?,Math with Mr. J,6,6,Compare experimental results with theoretical probability over repeated trials.,Why can a short experiment give a different result from the expected probability?,Compare the proportion of heads after 20 and 100 coin tosses. Explain why more trials can reduce variation without guaranteeing exactly half heads.,https://www.youtube.com/watch?v=YP6y9KstyMM,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official creator YouTube result explains likelihood based on experimental results; creator probability playlist also confirms title. No full playback review. Fraction calculations are optional support; focus on observed frequencies."
AC9S6U01,https://www.youtube.com/watch?v=p15IrEuhYmo,Home Sweet Habitat,Crash Course Kids,6,6,Connect the physical conditions of a habitat with the needs of living things.,Why can an animal suited to one habitat struggle in another?,Choose a local plant and predict how less water or more shade could affect its growth. Identify a condition you could measure.,https://www.youtube.com/watch?v=p15IrEuhYmo,"2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. Creator’s upper-primary series, with habitat conditions as the supporting concept. No full ecological investigation is implied by one video."
AC9S6U02,https://www.youtube.com/watch?v=b25g4nZTHvM,Seasons and the Sun,Crash Course Kids,6,6,Use Earth’s tilt and its movement around the Sun to explain seasonal patterns.,Why does the angle of sunlight matter more than Earth’s distance from the Sun?,Sketch the tilted Earth in June and December. Explain why Australia’s seasons differ from those in the Northern Hemisphere.,https://www.youtube.com/watch?v=b25g4nZTHvM,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. Northern Hemisphere examples are explicitly transferred to Australia in the follow-up. Rotation and planetary movement remain in the written lesson.
AC9S6U03,https://www.youtube.com/watch?v=HOFp8bHTN30,The Power of Circuits!,SciShow Kids,6,6,Review the complete conducting path needed for a simple electrical circuit.,What changes when a switch opens a circuit?,"Draw a battery, wires, a switch and a lamp in a complete circuit. Label where electrical energy is transferred and where it becomes light and heat.",https://www.youtube.com/watch?v=HOFp8bHTN30,"2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. A short accessible concept refresher; the written Year 6 lesson develops conductors, insulators and energy transformation further. Use classroom low-voltage equipment only."
AC9S6U04,https://www.youtube.com/watch?v=37pir0ej_SE,Chemical Changes,Crash Course Kids,6,6,"Recognise when a change forms new substances, using familiar chemical changes.",What evidence suggests that a new substance has formed?,Compare melting ice with cooking an egg. Explain which change can readily be reversed and which forms new substances.,https://www.youtube.com/watch?v=37pir0ej_SE,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. Focus is the Year 6 reversible/irreversible comparison; chemical changes are not presented as identical to every irreversible physical change.
AC9S6H01,https://www.youtube.com/watch?v=j4PKcZYCFc4,How Do Scientists Work Together?,California Academy of Sciences,6,6,See how scientists combine expertise and build knowledge together.,What can a team contribute that one scientist working alone may miss?,Describe two different roles in a habitat investigation and explain how sharing methods could strengthen the conclusion.,https://www.calacademy.org/educators/how-do-scientists-work-together,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official educator page checked: four-minute film, Grades 4–12, plant researchers with different expertise working together. Matching official YouTube title and creator verified. No full playback review."
AC9S6H02,https://www.youtube.com/watch?v=5ZyjhYSf_ew,Desalination: From Sea to Sink,California Academy of Sciences,6,6,Examine how scientific knowledge helps communities weigh solutions to a water-supply problem.,What benefit and what limitation should a community consider before choosing desalination?,"Write a recommendation for a coastal town with limited drinking water. Give one science-based benefit, one drawback and one question requiring more evidence.",https://www.calacademy.org/educators/desalination,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. Creator page specifies grades 6–10 and a two-minute video; source embed ID verified.
AC9S6I01,https://www.youtube.com/watch?v=Xxm_beTs2LU,The Scientific Method: Steps and Examples,Science Buddies,6,6,Connect an observation to a testable question and a reasoned prediction.,Which observation leads to a question that can be tested with measurements?,Ask how changing one feature of a paper helicopter could affect its fall time. Make a prediction and explain the reason for it.,https://www.sciencebuddies.org/science-fair-projects/science-fair/steps-of-the-scientific-method,"2026-09-08: Primary creator identity and learning-focus screening. Supplement selected for the stated Year 6 component; no full audiovisual review claimed. Creator page directly links this video and describes questions, research, hypotheses, testing and communication. Longer overview (about ten minutes); the method is a useful framework, not a rule that all investigations follow one fixed sequence. YouTube oEmbed also confirmed Science Buddies as creator and returned the official embedding HTML."
AC9S6I02,https://www.youtube.com/watch?v=BXFU86GNmrg,Bowled Over: Isolating Variables,Crash Course Kids,6,6,"Identify the changed, measured and controlled variables in a fair test.","Which variable is deliberately changed, and what must stay consistent?","Plan a teacher-approved test of paper helicopter wing length. State the three types of variable, repeats and one safety precaution.",https://www.youtube.com/watch?v=BXFU86GNmrg,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official creator description checked: isolating variables through bowling; 3–5 engineering standards. No full playback review. Does not cover all safety, permissions or Country/Place requirements."
AC9S6I03,https://www.youtube.com/watch?v=7omxmCDpW7U,Measurement Mystery,Crash Course Kids,6,6,Choose suitable units and tools when measuring evidence.,Why does using the same measuring method make results easier to compare?,"For a plant-growth study, specify how you would measure height in millimetres from the same starting point each time and record the date.",https://www.youtube.com/watch?v=7omxmCDpW7U,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official YouTube title and description checked; lesson addresses observations/measurements for material properties. No full playback review. Tool precision is extended through the code-specific task."
AC9S6I04,https://www.youtube.com/watch?v=1SN1BOpLZAs,Following the Sun,Crash Course Kids,6,6,See how observations of the Sun can be represented to reveal a daily pattern.,How does a visual record make a change over time easier to notice?,"Make a table of supplied shadow lengths at four times, choose a graph and describe the pattern. Use recorded data rather than looking directly at the Sun.",https://www.youtube.com/watch?v=1SN1BOpLZAs,2026-09-08: Primary creator identity and learning-focus screening. Supplement selected for the stated Year 6 component; no full audiovisual review claimed. Source identity carried from verified Year 5 source record. The example supplies a scientific representation; other table and graph choices are taught in the written lesson.
AC9S6I05,https://www.youtube.com/watch?v=3X9lnUAjlGM,Try Trials,Crash Course Kids,6,6,Use repeated trials to check findings and notice inconsistent results.,What might a result that differs strongly from the others tell you?,Two groups record different drop times for the same paper helicopter. Suggest a possible measurement error and a fair repeat to investigate it.,https://www.youtube.com/watch?v=3X9lnUAjlGM,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official creator title/description checked: trials to identify problems with solutions, fair-test engineering standard. No full playback review. Supports repeatability and evaluation; formal error treatment remains age-limited."
AC9S6I06,https://www.youtube.com/watch?v=Xxm_beTs2LU,The Scientific Method: Steps and Examples,Science Buddies,6,6,Place reporting and sharing findings within a scientific investigation.,"What should someone else know about the question, method and evidence to understand a conclusion?","Turn the results of a class investigation into a short report for younger students. Include the question, method, a labelled data display, conclusion and one limitation.",https://www.sciencebuddies.org/science-fair-projects/science-fair/steps-of-the-scientific-method,2026-09-08: Primary creator identity and learning-focus screening. Supplement selected for the stated Year 6 component; no full audiovisual review claimed. Creator page directly links this video and includes communication in reports and presentations. Longer overview (about ten minutes); the code-specific task focuses on audience and communication. YouTube oEmbed also confirmed Science Buddies as creator and returned the official embedding HTML.
AC9E6LA01,https://www.youtube.com/watch?v=dzSbmCxUyuo,The Scale of Formality,Khan Academy,6,6,"Choose language suited to the relationship, audience and level of formality.",Which word choices make a message sound more formal?,Write a request for help to a close friend and to a visiting scientist. Explain two changes in language.,https://www.khanacademy.org/humanities/grammar/usage-and-style/style/v/scale-of-formality,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official Khan lesson and matching creator YouTube listing checked; indexed transcript contrasts formal and informal word choices. No full playback review. Standard American English examples; follow Australian usage in the task."
AC9E6LA02,https://www.youtube.com/watch?v=R_bgo8j6jxc,Analysing an Author’s Purpose,Khan Academy,6,6,Consider how an author’s purpose and opinions can shape an apparently informative text.,Which language choices reveal a judgement rather than a checkable fact?,Write two descriptions of the same school lunch: one objective and one subjective. Identify how your vocabulary changes the reader’s impression.,https://www.youtube.com/watch?v=R_bgo8j6jxc,2026-09-08: Primary creator identity and learning-focus screening. Supplement selected for the stated Year 6 component; no full audiovisual review claimed. Official creator/title/embed metadata confirmed by YouTube oEmbed. Primary Khan description links purpose with biased or misleading presentation; the follow-up distinguishes objective and subjective language.
AC9E6LA03,https://www.youtube.com/watch?v=QVmqK6V2eag,Comparing Text Structures,Khan Academy,6,6,Compare how text structures organise ideas for different purposes.,How does the order of information guide the reader?,Compare a historical recount and an explanation of the same event. Label their stages and explain one purposeful difference.,https://www.khanacademy.org/ela/5th-grade-reading-and-vocab/xb350e60168d6e96f%3Acraft-and-structure-5/xb350e60168d6e96f%3Acomparing-text-structures-5/v/g5-comparing-text-structures,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official Year 5 Khan lesson description and matching YouTube listing checked. No full playback review. Informational-text structure support; spoken/multimodal staging still belongs to the written lesson."
AC9E6LA04,https://www.youtube.com/watch?v=PDI2xlOBcM4,Synonyms and Antonyms,Smile and Learn - English,6,6,Review relationships between words with similar or opposite meanings before using those relationships to connect ideas in a text.,"When do two words have closely related meanings, and when do they set up a contrast?","Write three connected sentences about a storm. Repeat one key word deliberately, use one related word and explain how both keep the topic connected.",https://www.youtube.com/watch?v=PDI2xlOBcM4,2026-09-08: Primary creator identity and learning-focus screening. Supplement selected for the stated Year 6 component; no full audiovisual review claimed. Official creator/title/embed metadata confirmed by YouTube oEmbed. The 7:42 compilation is a word-relationship refresher; it does not directly teach the full Year 6 cohesion outcome. The written lesson supplies cohesion through repetition and lexical links.
AC9E6LA05,https://www.youtube.com/watch?v=fm7QEiEk83o,Relative Clauses,Khan Academy,6,6,See how a relative clause adds information about a noun within a complex sentence.,Which noun does the relative clause describe?,Expand “The tree shaded the path” with “that we planted last year”. Identify the embedded clause and explain what it adds.,https://www.youtube.com/watch?v=fm7QEiEk83o,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9E6LA06,https://www.youtube.com/watch?v=858npSa0rgc,Perfect Aspect,Khan Academy,6,6,Explore how an expanded verb group shows that an action was completed before another time.,How does adding “has” or “had” change the time relationship expressed by a verb?,"Compare “Mia finished the model”, “Mia has finished the model” and “Mia had finished the model before lunch”. Explain the different time meanings.",https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/verb-aspect-simple-progressive-and-perfect/v/perfect-aspect,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. One component of elaborated tense; careful verb choice and adverb groups remain in the written lesson.
AC9E6LA07,https://www.youtube.com/watch?v=Zx2A9WAswCo,Interpreting Text Features,Khan Academy,6,6,"Explain what maps, charts, images and other visual features add to a text.",What information can you obtain from the visual feature that the sentences do not state directly?,Choose a diagram or graph in an information text. Explain its contribution and identify a detail that would be harder to understand without it.,https://www.youtube.com/watch?v=Zx2A9WAswCo,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. Straightforward visual-literacy strategy used across middle-school grades; Year 6 application focuses on interpreting familiar displays.
AC9E6LA08,https://www.youtube.com/watch?v=lzKj-bLvrYQ,Figurative Language,Khan Academy,6,6,Recognise figurative language and explain how it makes an image or feeling vivid.,What does the figurative phrase suggest beyond its literal meaning?,Describe a storm using a simile and personification. Explain the different effects on a reader.,https://www.khanacademy.org/ela/cc-3rd-reading-vocab/xaf0c1b5d7010608e%3Acc-3rd-pets/xaf0c1b5d7010608e%3Aapplying-knowledge/v/figurative-language-reading,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official Khan lesson and matching creator upload checked: simile, metaphor and personification. No full playback review. Sound devices remain in the written lesson."
AC9E6LA09,https://www.youtube.com/watch?v=NvGBug8iORE,Commas and Introductory Elements,Khan Academy,6,6,Use a comma to separate an introductory dependent clause from the main clause.,How does the comma help a reader see where the introductory information ends?,Write a sentence beginning “Although the rain had stopped”. Add the main clause and explain the comma. Check list and dialogue commas in the written lesson.,https://www.youtube.com/watch?v=NvGBug8iORE,2026-09-08: Official creator/title and embedding metadata verified using YouTube public oEmbed; primary source concept screening. Supplement selected for the stated Year 6 component only; no full audiovisual review claimed. 
AC9E6LE01,https://www.youtube.com/watch?v=GO97JDR3C7Q,Citing Evidence in Literary Texts,Khan Academy,6,6,Support a response to a literary character or event with precise textual evidence; use this method with the texts studied in class.,How does quoting or describing a detail make an interpretation stronger?,Choose a character from a text you have read. Explain your response to a decision they make using evidence and one relevant historical or cultural context.,https://www.youtube.com/watch?v=GO97JDR3C7Q,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official Khan Academy YouTube title checked; elementary literary-evidence lesson. No full playback review. Literary-device terminology and responding to another viewpoint remain in the written lesson."
AC9E6LE02,https://www.youtube.com/watch?v=lBqmhZz1C-U,Comparing Stories in the Same Genre,Khan Academy,6,6,Compare how stories with shared genre features develop their ideas.,"What similarities come from the genre, and what choices make the stories different?","Choose two stories with a similar theme. Compare their narrators, plots and language, using one example from each.",https://www.youtube.com/watch?v=lBqmhZz1C-U,"2026-09-08: Primary creator identity and learning-focus screening. Supplement selected for the stated Year 6 component; no full audiovisual review claimed. Official creator/title/embed metadata confirmed by YouTube oEmbed. The selected Khan upper-primary reading video is a comparison method, not a replacement for culturally diverse class texts."
AC9E6LE03,https://www.youtube.com/watch?v=l3yWmXbC36s,Analysing Tone Through Word Choice,Khan Academy,6,6,Analyse word choice and tone as features of an author’s individual style.,Which words reveal the author’s attitude towards the subject?,Compare two passages by the same author. Identify a repeated pattern in word choice or tone and explain how it helps you recognise that author’s style.,https://www.khanacademy.org/ela/8th-grade-reading-and-vocabulary/x435b1de09a877dd7%3Athe-world-beneath-8/x435b1de09a877dd7%3Ainterpreting-words-in-context-8/v/analyzing-tone-through-word-choice-reading,"2026-09-08: YouTube oEmbed confirms original Khan Academy author, exact video title and embed. Primary Khan description reviewed: tone communicates an author’s attitude through word choice. Five-minute strategy supplement applicable to Year 6 style analysis; other style features remain in the written lesson. No full audiovisual review claimed."
AC9E6LE04,https://www.youtube.com/watch?v=lzKj-bLvrYQ,Figurative Language,Khan Academy,6,6,Explore how figurative imagery shapes a reader’s response; sound devices are developed in the written lesson.,Which words invite you to picture or feel something?,"Choose two lines from a class poem. Explain one image and one sound pattern, and how each contributes to the mood.",https://www.khanacademy.org/ela/cc-3rd-reading-vocab/xaf0c1b5d7010608e%3Acc-3rd-pets/xaf0c1b5d7010608e%3Aapplying-knowledge/v/figurative-language-reading,"Year 6 source and concept screening, 2026-09-08. Source identity carried from verified Year 5 source record; selected for the stated component only. No full audiovisual review claimed. Official Khan lesson and matching creator upload checked: simile, metaphor and personification. No full playback review. Sound devices remain in the written lesson."
AC9E6LE05,https://www.youtube.com/watch?v=bKrCKg9ggVI,Pixar in a Box: Story Structure,Khan Academy Labs / Pixar,6,6,Consider how a story’s structure guides an audience before planning an adaptation.,How does changing the order of events change the way a story works?,"Adapt a story you know by changing a character’s decision. Plan how that choice changes the middle and ending, then draft and edit one scene.",https://www.khanacademy.org/partner-content/pixar/storytelling/story-structure/v/piab-storystructure,"2026-09-08: YouTube oEmbed confirms original Khan Academy Labs creator, Story Structure title and embed. Official YouTube description links the Pixar in a Box storytelling lesson. Supplement to narrative planning, with an original adaptation task; it does not replace the full code lesson. No full audiovisual review claimed."
AC9E6LY01,https://www.youtube.com/watch?v=R_bgo8j6jxc,Analysing an Author’s Purpose,Khan Academy,6,6,Examine how a writer’s purpose shapes the representation of ideas and events.,"What does the author seem to want the audience to think, feel or do?",Compare two advertisements for a similar product from different decades. Explain how one language or visual choice reflects each audience and context.,https://www.youtube.com/watch?v=R_bgo8j6jxc,2026-09-08: Primary creator identity and learning-focus screening. Supplement selected for the stated Year 6 component; no full audiovisual review claimed. Official creator/title/embed metadata confirmed by YouTube oEmbed. Purpose is one part of contextual analysis; the follow-up explicitly applies it to media from different times.
