"skill_code","skill_title","bank","row_type","question_id","current_question","current_options","current_correct_answer","current_explanation","suggested_replacement_question","suggested_replacement_options","suggested_correct_answer","notes"
"AC9M2N02","Regroup and Rename Numbers","test","existing","AC9M2N02-T-014","During the regrouping challenge, how many tens are in 35 if all the ones stay separate?","A. 4 | B. 3 | C. 5","3","35 has 3 full tens and 5 ones. Hint: Group the amount into tens before counting leftover ones.","","","",""
"AC9M2N02","Regroup and Rename Numbers","test","existing","AC9M2N02-T-015","During the regrouping challenge, which regrouping is not equal to 635?","A. 6 hundreds + 2 tens + 15 ones | B. 5 hundreds + 13 tens + 5 ones | C. 6 hundreds + 2 tens + 5 ones","6 hundreds + 2 tens + 5 ones","Taking away a ten without adding 10 ones makes the value 10 less. Hint: Every trade must exchange equal value.","","","",""
"AC9M2N02","Regroup and Rename Numbers","test","existing","AC9M2N02-T-016","During the regrouping challenge, which number is 6 hundreds and 35 ones?","A. 635 | B. 608 | C. 735","635","35 ones regroup as 3 tens and 5 ones, making 635. Hint: Make groups of 10 from the ones.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-001","With a pizza, which picture shows one half of the pizza?","A. 1 of 2 unequal parts shaded | B. 1 of 2 equal parts shaded | C. 1 of 4 equal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the whole pizza. Hint: Check that there are exactly 2 equal parts.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-002","With a pizza, a whole pizza is split into 4 equal parts. What is each part?","A. One half | B. One eighth | C. One quarter","One quarter","One of 4 equal parts is called one quarter. Hint: Use the number of equal parts to name the fraction.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-003","With a pizza, how can you make quarters from halves of the pizza?","A. Halve each half again | B. Join the two halves | C. Make the halves different sizes","Halve each half again","Halving each half makes 4 equal quarters. Hint: Start with 2 parts, then split both parts equally.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-004","With a pizza, how can you make eighths from quarters of the pizza?","A. Join two quarters | B. Halve each quarter | C. Remove one quarter","Halve each quarter","Halving each of 4 quarters makes 8 equal eighths. Hint: Doubling the number of equal parts makes smaller pieces.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-005","With a pizza, which piece is larger when the whole pizza is the same size?","A. One eighth | B. They are the same size | C. One half","One half","A half is one of 2 equal parts; an eighth is one of 8 smaller equal parts. Hint: Fewer equal parts means each part is larger.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-006","With a pizza, four pieces of the pizza are different sizes. Can they be called quarters?","A. No, quarters must be equal | B. Yes, because there are 4 pieces | C. Yes, if one piece is very large","No, quarters must be equal","Four pieces are quarters only when all 4 parts are equal. Hint: Counting pieces is not enough; compare their sizes.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-007","With a pizza, how many quarters have the same amount as one half?","A. 1 quarter | B. 2 quarters | C. 4 quarters","2 quarters","Two quarters join to make one half of the same whole. Hint: Look at 4 equal parts and shade 2 of them.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-008","With a pizza, how many eighths have the same amount as one quarter?","A. 1 eighth | B. 4 eighths | C. 2 eighths","2 eighths","Two eighths join to make one quarter of the same whole. Hint: Each quarter is split into 2 eighths.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-009","With a wrap, which picture shows one half of the wrap?","A. 1 of 2 equal parts shaded | B. 1 of 2 unequal parts shaded | C. 1 of 4 equal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the whole wrap. Hint: Check that there are exactly 2 equal parts.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-010","With a wrap, a whole wrap is split into 4 equal parts. What is each part?","A. One half | B. One quarter | C. One eighth","One quarter","One of 4 equal parts is called one quarter. Hint: Use the number of equal parts to name the fraction.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-011","With a wrap, how can you make quarters from halves of the wrap?","A. Join the two halves | B. Make the halves different sizes | C. Halve each half again","Halve each half again","Halving each half makes 4 equal quarters. Hint: Start with 2 parts, then split both parts equally.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-012","With a wrap, how can you make eighths from quarters of the wrap?","A. Halve each quarter | B. Join two quarters | C. Remove one quarter","Halve each quarter","Halving each of 4 quarters makes 8 equal eighths. Hint: Doubling the number of equal parts makes smaller pieces.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-013","With a wrap, which piece is larger when the whole wrap is the same size?","A. One eighth | B. One half | C. They are the same size","One half","A half is one of 2 equal parts; an eighth is one of 8 smaller equal parts. Hint: Fewer equal parts means each part is larger.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-014","With a wrap, four pieces of the wrap are different sizes. Can they be called quarters?","A. Yes, because there are 4 pieces | B. Yes, if one piece is very large | C. No, quarters must be equal","No, quarters must be equal","Four pieces are quarters only when all 4 parts are equal. Hint: Counting pieces is not enough; compare their sizes.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-015","With a wrap, how many quarters have the same amount as one half?","A. 2 quarters | B. 1 quarter | C. 4 quarters","2 quarters","Two quarters join to make one half of the same whole. Hint: Look at 4 equal parts and shade 2 of them.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-016","With a wrap, how many eighths have the same amount as one quarter?","A. 1 eighth | B. 2 eighths | C. 4 eighths","2 eighths","Two eighths join to make one quarter of the same whole. Hint: Each quarter is split into 2 eighths.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-017","With a melon, which picture shows one half of the melon?","A. 1 of 2 unequal parts shaded | B. 1 of 4 equal parts shaded | C. 1 of 2 equal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the whole melon. Hint: Check that there are exactly 2 equal parts.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-018","With a melon, a whole melon is split into 4 equal parts. What is each part?","A. One quarter | B. One half | C. One eighth","One quarter","One of 4 equal parts is called one quarter. Hint: Use the number of equal parts to name the fraction.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-019","With a melon, how can you make quarters from halves of the melon?","A. Join the two halves | B. Halve each half again | C. Make the halves different sizes","Halve each half again","Halving each half makes 4 equal quarters. Hint: Start with 2 parts, then split both parts equally.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-020","With a melon, how can you make eighths from quarters of the melon?","A. Join two quarters | B. Remove one quarter | C. Halve each quarter","Halve each quarter","Halving each of 4 quarters makes 8 equal eighths. Hint: Doubling the number of equal parts makes smaller pieces.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-021","With a melon, which piece is larger when the whole melon is the same size?","A. One half | B. One eighth | C. They are the same size","One half","A half is one of 2 equal parts; an eighth is one of 8 smaller equal parts. Hint: Fewer equal parts means each part is larger.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-022","With a melon, four pieces of the melon are different sizes. Can they be called quarters?","A. Yes, because there are 4 pieces | B. No, quarters must be equal | C. Yes, if one piece is very large","No, quarters must be equal","Four pieces are quarters only when all 4 parts are equal. Hint: Counting pieces is not enough; compare their sizes.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-023","With a melon, how many quarters have the same amount as one half?","A. 1 quarter | B. 4 quarters | C. 2 quarters","2 quarters","Two quarters join to make one half of the same whole. Hint: Look at 4 equal parts and shade 2 of them.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","existing","AC9M2N03-P-024","With a melon, how many eighths have the same amount as one quarter?","A. 2 eighths | B. 1 eighth | C. 4 eighths","2 eighths","Two eighths join to make one quarter of the same whole. Hint: Each quarter is split into 2 eighths.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-025","","","","","","","","Add practice question 25 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-026","","","","","","","","Add practice question 26 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-027","","","","","","","","Add practice question 27 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-028","","","","","","","","Add practice question 28 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-029","","","","","","","","Add practice question 29 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-030","","","","","","","","Add practice question 30 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-031","","","","","","","","Add practice question 31 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-032","","","","","","","","Add practice question 32 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-033","","","","","","","","Add practice question 33 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-034","","","","","","","","Add practice question 34 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-035","","","","","","","","Add practice question 35 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-036","","","","","","","","Add practice question 36 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-037","","","","","","","","Add practice question 37 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-038","","","","","","","","Add practice question 38 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-039","","","","","","","","Add practice question 39 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-040","","","","","","","","Add practice question 40 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-041","","","","","","","","Add practice question 41 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-042","","","","","","","","Add practice question 42 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-043","","","","","","","","Add practice question 43 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-044","","","","","","","","Add practice question 44 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-045","","","","","","","","Add practice question 45 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-046","","","","","","","","Add practice question 46 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-047","","","","","","","","Add practice question 47 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","practice","placeholder","AC9M2N03-P-048","","","","","","","","Add practice question 48 of 48 for AC9M2N03."
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-001","With a cake, which picture shows one half of the cake?","A. 1 of 2 unequal parts shaded | B. 1 of 2 equal parts shaded | C. 1 of 4 equal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the whole cake. Hint: Check that there are exactly 2 equal parts.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-002","With a cake, a whole cake is split into 4 equal parts. What is each part?","A. One half | B. One eighth | C. One quarter","One quarter","One of 4 equal parts is called one quarter. Hint: Use the number of equal parts to name the fraction.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-003","With a cake, how can you make quarters from halves of the cake?","A. Halve each half again | B. Join the two halves | C. Make the halves different sizes","Halve each half again","Halving each half makes 4 equal quarters. Hint: Start with 2 parts, then split both parts equally.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-004","With a cake, how can you make eighths from quarters of the cake?","A. Join two quarters | B. Halve each quarter | C. Remove one quarter","Halve each quarter","Halving each of 4 quarters makes 8 equal eighths. Hint: Doubling the number of equal parts makes smaller pieces.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-005","With a cake, which piece is larger when the whole cake is the same size?","A. One eighth | B. They are the same size | C. One half","One half","A half is one of 2 equal parts; an eighth is one of 8 smaller equal parts. Hint: Fewer equal parts means each part is larger.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-006","With a cake, four pieces of the cake are different sizes. Can they be called quarters?","A. No, quarters must be equal | B. Yes, because there are 4 pieces | C. Yes, if one piece is very large","No, quarters must be equal","Four pieces are quarters only when all 4 parts are equal. Hint: Counting pieces is not enough; compare their sizes.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-007","With a cake, how many quarters have the same amount as one half?","A. 1 quarter | B. 2 quarters | C. 4 quarters","2 quarters","Two quarters join to make one half of the same whole. Hint: Look at 4 equal parts and shade 2 of them.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-008","With a cake, how many eighths have the same amount as one quarter?","A. 1 eighth | B. 4 eighths | C. 2 eighths","2 eighths","Two eighths join to make one quarter of the same whole. Hint: Each quarter is split into 2 eighths.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-009","With a pancake, which picture shows one half of the pancake?","A. 1 of 2 equal parts shaded | B. 1 of 2 unequal parts shaded | C. 1 of 4 equal parts shaded","1 of 2 equal parts shaded","One half is one of 2 equal parts of the whole pancake. Hint: Check that there are exactly 2 equal parts.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-010","With a pancake, a whole pancake is split into 4 equal parts. What is each part?","A. One half | B. One quarter | C. One eighth","One quarter","One of 4 equal parts is called one quarter. Hint: Use the number of equal parts to name the fraction.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-011","With a pancake, how can you make quarters from halves of the pancake?","A. Join the two halves | B. Make the halves different sizes | C. Halve each half again","Halve each half again","Halving each half makes 4 equal quarters. Hint: Start with 2 parts, then split both parts equally.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-012","With a pancake, how can you make eighths from quarters of the pancake?","A. Halve each quarter | B. Join two quarters | C. Remove one quarter","Halve each quarter","Halving each of 4 quarters makes 8 equal eighths. Hint: Doubling the number of equal parts makes smaller pieces.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-013","With a pancake, which piece is larger when the whole pancake is the same size?","A. One eighth | B. One half | C. They are the same size","One half","A half is one of 2 equal parts; an eighth is one of 8 smaller equal parts. Hint: Fewer equal parts means each part is larger.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-014","With a pancake, four pieces of the pancake are different sizes. Can they be called quarters?","A. Yes, because there are 4 pieces | B. Yes, if one piece is very large | C. No, quarters must be equal","No, quarters must be equal","Four pieces are quarters only when all 4 parts are equal. Hint: Counting pieces is not enough; compare their sizes.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-015","With a pancake, how many quarters have the same amount as one half?","A. 2 quarters | B. 1 quarter | C. 4 quarters","2 quarters","Two quarters join to make one half of the same whole. Hint: Look at 4 equal parts and shade 2 of them.","","","",""
"AC9M2N03","Halves, Quarters and Eighths","test","existing","AC9M2N03-T-016","With a pancake, how many eighths have the same amount as one quarter?","A. 1 eighth | B. 2 eighths | C. 4 eighths","2 eighths","Two eighths join to make one quarter of the same whole. Hint: Each quarter is split into 2 eighths.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-001","At the sticker table, what is 24 + 13?","A. 27 | B. 38 | C. 37","37","Add tens and ones: 24 + 13 = 37. Hint: Partition both numbers into tens and ones.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-002","At the sticker table, what is 45 − 13?","A. 32 | B. 45 | C. 31","32","Take away 13: 45 − 13 = 32. Hint: Subtract the tens, then the ones.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-003","At the sticker table, use partitioning. What is 28 + 16?","A. 34 | B. 44 | C. 54","44","28 + 16 = 20 + 10 + 14 = 44. Hint: Add the tens, add the ones, then combine.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-004","At the sticker table, there are 42 stickers. 18 are used. How many are left?","A. 60 | B. 34 | C. 24","24","The stickers are taken away, so 42 − 18 = 24. Hint: Start with the whole and subtract the used part.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-005","At the sticker table, 17 children are inside. There are 48 children altogether. How many are outside?","A. 31 | B. 65 | C. 30","31","The missing part is 48 − 17 = 31. Hint: Use whole minus known part.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-006","At the sticker table, which number sentence checks 37 − 13 = 24?","A. 24 − 13 = 11 | B. 24 + 13 = 37 | C. 37 + 13 = 50","24 + 13 = 37","Addition checks subtraction by joining the two parts back to the whole. Hint: Use the answer and the amount taken away.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-007","At the sticker table, which is a helpful way to solve 39 + 19?","A. Add 10, then take away 1 | B. Take away 20, then add 1 | C. Add 20, then take away 1","Add 20, then take away 1","Because 19 is one less than 20, add 20 then subtract 1. Hint: Use a nearby friendly number.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-008","At the sticker table, a box has 24 red pencils and 13 blue pencils. How many pencils are there altogether?","A. 37 | B. 11 | C. 47","37","Altogether means join the groups: 24 + 13 = 37. Hint: Look for whether the story joins or separates amounts.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-009","In the class shop, what is 31 + 15?","A. 36 | B. 46 | C. 47","46","Add tens and ones: 31 + 15 = 46. Hint: Partition both numbers into tens and ones.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-010","In the class shop, what is 54 − 15?","A. 54 | B. 38 | C. 39","39","Take away 15: 54 − 15 = 39. Hint: Subtract the tens, then the ones.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-011","In the class shop, use partitioning. What is 32 + 17?","A. 49 | B. 39 | C. 59","49","32 + 17 = 30 + 10 + 9 = 49. Hint: Add the tens, add the ones, then combine.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-012","In the class shop, there are 47 stickers. 19 are used. How many are left?","A. 66 | B. 28 | C. 38","28","The stickers are taken away, so 47 − 19 = 28. Hint: Start with the whole and subtract the used part.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-013","In the class shop, 18 children are inside. There are 51 children altogether. How many are outside?","A. 69 | B. 32 | C. 33","33","The missing part is 51 − 18 = 33. Hint: Use whole minus known part.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-014","In the class shop, which number sentence checks 46 − 15 = 31?","A. 31 + 15 = 46 | B. 31 − 15 = 16 | C. 46 + 15 = 61","31 + 15 = 46","Addition checks subtraction by joining the two parts back to the whole. Hint: Use the answer and the amount taken away.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-015","In the class shop, which is a helpful way to solve 43 + 19?","A. Add 10, then take away 1 | B. Add 20, then take away 1 | C. Take away 20, then add 1","Add 20, then take away 1","Because 19 is one less than 20, add 20 then subtract 1. Hint: Use a nearby friendly number.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-016","In the class shop, a box has 31 red pencils and 15 blue pencils. How many pencils are there altogether?","A. 16 | B. 56 | C. 46","46","Altogether means join the groups: 31 + 15 = 46. Hint: Look for whether the story joins or separates amounts.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-017","During the pencil count, what is 38 + 17?","A. 55 | B. 45 | C. 56","55","Add tens and ones: 38 + 17 = 55. Hint: Partition both numbers into tens and ones.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-018","During the pencil count, what is 63 − 17?","A. 63 | B. 46 | C. 45","46","Take away 17: 63 − 17 = 46. Hint: Subtract the tens, then the ones.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-019","During the pencil count, use partitioning. What is 36 + 18?","A. 44 | B. 64 | C. 54","54","36 + 18 = 30 + 10 + 14 = 54. Hint: Add the tens, add the ones, then combine.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-020","During the pencil count, there are 52 stickers. 20 are used. How many are left?","A. 32 | B. 72 | C. 42","32","The stickers are taken away, so 52 − 20 = 32. Hint: Start with the whole and subtract the used part.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-021","During the pencil count, 19 children are inside. There are 54 children altogether. How many are outside?","A. 73 | B. 35 | C. 34","35","The missing part is 54 − 19 = 35. Hint: Use whole minus known part.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-022","During the pencil count, which number sentence checks 55 − 17 = 38?","A. 38 − 17 = 21 | B. 55 + 17 = 72 | C. 38 + 17 = 55","38 + 17 = 55","Addition checks subtraction by joining the two parts back to the whole. Hint: Use the answer and the amount taken away.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-023","During the pencil count, which is a helpful way to solve 47 + 19?","A. Add 20, then take away 1 | B. Add 10, then take away 1 | C. Take away 20, then add 1","Add 20, then take away 1","Because 19 is one less than 20, add 20 then subtract 1. Hint: Use a nearby friendly number.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","existing","AC9M2N04-P-024","During the pencil count, a box has 38 red pencils and 17 blue pencils. How many pencils are there altogether?","A. 21 | B. 55 | C. 65","55","Altogether means join the groups: 38 + 17 = 55. Hint: Look for whether the story joins or separates amounts.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-025","","","","","","","","Add practice question 25 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-026","","","","","","","","Add practice question 26 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-027","","","","","","","","Add practice question 27 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-028","","","","","","","","Add practice question 28 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-029","","","","","","","","Add practice question 29 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-030","","","","","","","","Add practice question 30 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-031","","","","","","","","Add practice question 31 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-032","","","","","","","","Add practice question 32 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-033","","","","","","","","Add practice question 33 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-034","","","","","","","","Add practice question 34 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-035","","","","","","","","Add practice question 35 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-036","","","","","","","","Add practice question 36 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-037","","","","","","","","Add practice question 37 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-038","","","","","","","","Add practice question 38 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-039","","","","","","","","Add practice question 39 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-040","","","","","","","","Add practice question 40 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-041","","","","","","","","Add practice question 41 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-042","","","","","","","","Add practice question 42 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-043","","","","","","","","Add practice question 43 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-044","","","","","","","","Add practice question 44 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-045","","","","","","","","Add practice question 45 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-046","","","","","","","","Add practice question 46 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-047","","","","","","","","Add practice question 47 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","practice","placeholder","AC9M2N04-P-048","","","","","","","","Add practice question 48 of 48 for AC9M2N04."
"AC9M2N04","Addition and Subtraction Strategies","test","existing","AC9M2N04-T-001","In the playground story, what is 45 + 19?","A. 54 | B. 65 | C. 64","64","Add tens and ones: 45 + 19 = 64. Hint: Partition both numbers into tens and ones.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","test","existing","AC9M2N04-T-002","In the playground story, what is 72 − 19?","A. 53 | B. 72 | C. 52","53","Take away 19: 72 − 19 = 53. Hint: Subtract the tens, then the ones.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","test","existing","AC9M2N04-T-003","In the playground story, use partitioning. What is 40 + 19?","A. 49 | B. 59 | C. 69","59","40 + 19 = 40 + 10 + 9 = 59. Hint: Add the tens, add the ones, then combine.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","test","existing","AC9M2N04-T-004","In the playground story, there are 57 stickers. 21 are used. How many are left?","A. 78 | B. 46 | C. 36","36","The stickers are taken away, so 57 − 21 = 36. Hint: Start with the whole and subtract the used part.","","","",""
"AC9M2N04","Addition and Subtraction Strategies","test","existing","AC9M2N04-T-005","In the playground story, 20 children are inside. There are 57 children altogether. How many are outside?","A. 37 | B. 77 | C. 36","37","The missing part is 57 − 20 = 37. Hint: Use whole minus known part.","","","",""
